car_brand_name,25k_pct_chage,50k_pct_chage,100k_pct_chage,sold_cars,feature,cluster_label
pontiac montana,156.81169708798387,190.20904684673798,103.94813252877877,79,450.96887646350064,7
pontiac gto,156.81169708798387,190.20904684673798,103.94813252877877,58,450.96887646350064,7
pontiac grand am,156.81169708798387,392.30769230769226,201.28205128205127,436,750.4014406777274,7
pontiac g8,156.81169708798387,190.20904684673798,103.94813252877877,110,450.96887646350064,7
pontiac g5,156.81169708798387,190.20904684673798,103.94813252877877,138,450.96887646350064,7
pontiac g3,156.81169708798387,190.20904684673798,103.94813252877877,18,450.96887646350064,7
pontiac firebird,156.81169708798387,887.5,103.94813252877877,58,1148.2598296167628,7
pontiac bonneville,156.81169708798387,190.20904684673798,88.46153846153845,135,435.4822823962603,7
pontiac aztek,156.81169708798387,190.20904684673798,103.94813252877877,11,450.96887646350064,7
plymouth neon,156.81169708798387,190.20904684673798,103.94813252877877,6,450.96887646350064,7
kia sephia,156.81169708798387,190.20904684673798,103.94813252877877,16,450.96887646350064,7
acura cl,156.81169708798387,190.20904684673798,103.94813252877877,97,450.96887646350064,7
kia k900,-14.804356595401366,190.20904684673798,103.94813252877877,61,279.3528227801154,7
chevrolet silverado 1500hd,156.81169708798387,190.20904684673798,103.94813252877877,44,450.96887646350064,7
chevrolet silverado 1500 hybrid,156.81169708798387,190.20904684673798,103.94813252877877,3,450.96887646350064,7
chevrolet silverado 1500 classic,156.81169708798387,190.20904684673798,103.94813252877877,188,450.96887646350064,7
chevrolet s-10 blazer,156.81169708798387,190.20904684673798,103.94813252877877,3,450.96887646350064,7
chevrolet s-10,156.81169708798387,190.20904684673798,410.2040816326531,221,757.2248255673749,7
chevrolet prizm,156.81169708798387,190.20904684673798,103.94813252877877,31,450.96887646350064,7
chevrolet malibu maxx,156.81169708798387,190.20904684673798,103.94813252877877,172,450.96887646350064,7
chevrolet malibu hybrid,156.81169708798387,285.29411764705884,188.23529411764704,24,630.3411088526898,7
chevrolet malibu classic,156.81169708798387,190.20904684673798,103.94813252877877,44,450.96887646350064,7
chevrolet lumina,156.81169708798387,190.20904684673798,103.94813252877877,54,450.96887646350064,7
chevrolet corvette stingray,-14.941912673897601,190.20904684673798,103.94813252877877,113,279.21526670161916,7
chevrolet silverado 2500,156.81169708798387,190.20904684673798,103.94813252877877,25,450.96887646350064,7
chevrolet corsica,156.81169708798387,190.20904684673798,103.94813252877877,1,450.96887646350064,7
chevrolet cavalier,156.81169708798387,190.20904684673798,-13.273615635179153,383,333.7471282995427,7
chevrolet caprice,156.81169708798387,190.20904684673798,103.94813252877877,10,450.96887646350064,7
chevrolet c/k 3500 series,156.81169708798387,190.20904684673798,103.94813252877877,4,450.96887646350064,7
chevrolet c/k 2500 series,156.81169708798387,190.20904684673798,103.94813252877877,2,450.96887646350064,7
chevrolet c/k 1500 series,156.81169708798387,190.20904684673798,103.94813252877877,27,450.96887646350064,7
chevrolet blazer,156.81169708798387,190.20904684673798,-21.38888888888889,328,325.63185504583294,7
chevrolet black diamond avalanche,156.81169708798387,190.20904684673798,103.94813252877877,42,450.96887646350064,7
chevrolet astro,156.81169708798387,190.20904684673798,200.0,42,547.0207439347218,7
cadillac sts-v,156.81169708798387,190.20904684673798,103.94813252877877,6,450.96887646350064,7
cadillac sts,314.49275362318843,200.28985507246375,82.9951690821256,303,597.7777777777778,7
cadillac fleetwood,156.81169708798387,190.20904684673798,103.94813252877877,1,450.96887646350064,7
chevrolet classic,156.81169708798387,190.20904684673798,103.94813252877877,56,450.96887646350064,7
chevrolet silverado 2500hd classic,156.81169708798387,190.20904684673798,103.94813252877877,65,450.96887646350064,7
chevrolet silverado 3500,156.81169708798387,190.20904684673798,103.94813252877877,38,450.96887646350064,7
chevrolet silverado 3500 classic,156.81169708798387,190.20904684673798,103.94813252877877,3,450.96887646350064,7
dodge nitro,156.81169708798387,190.20904684673798,103.94813252877877,610,450.96887646350064,7
dodge neon,95.91836734693878,190.20904684673798,149.65986394557825,246,435.787278139255,7
dodge magnum,360.5263157894737,76.8421052631579,110.38781163434903,375,547.7562326869806,7
dodge intrepid,156.81169708798387,190.20904684673798,337.33333333333337,115,684.3540772680552,7
daewoo nubira,156.81169708798387,190.20904684673798,103.94813252877877,2,450.96887646350064,7
daewoo leganza,156.81169708798387,190.20904684673798,103.94813252877877,1,450.96887646350064,7
chrysler voyager,156.81169708798387,190.20904684673798,103.94813252877877,19,450.96887646350064,7
chrysler prowler,156.81169708798387,190.20904684673798,103.94813252877877,2,450.96887646350064,7
chrysler pacifica,156.81169708798387,190.20904684673798,103.94813252877877,229,450.96887646350064,7
chrysler lhs,156.81169708798387,190.20904684673798,103.94813252877877,22,450.96887646350064,7
chrysler le baron,156.81169708798387,190.20904684673798,103.94813252877877,1,450.96887646350064,7
chrysler crossfire,195.83333333333331,40.10416666666667,103.94813252877877,59,339.8856325287788,7
chrysler concorde,156.81169708798387,322.22222222222223,53.703703703703695,66,532.7376230139098,7
chrysler cirrus,156.81169708798387,-30.0,103.94813252877877,26,230.75982961676266,7
chrysler aspen,156.81169708798387,190.20904684673798,103.94813252877877,228,450.96887646350064,7
chrysler 300m,156.81169708798387,190.20904684673798,103.94813252877877,101,450.96887646350064,7
chevrolet venture,156.81169708798387,190.20904684673798,110.00000000000001,179,457.02074393472185,7
chevrolet uplander,156.81169708798387,190.20904684673798,276.555023923445,342,623.5757678581668,7
chevrolet trailblazer ext,156.81169708798387,190.20904684673798,103.94813252877877,190,450.96887646350064,7
chevrolet tracker,156.81169708798387,190.20904684673798,103.94813252877877,69,450.96887646350064,7
chevrolet tahoe limited/z71,156.81169708798387,190.20904684673798,103.94813252877877,11,450.96887646350064,7
chevrolet tahoe hybrid,156.81169708798387,190.20904684673798,103.94813252877877,33,450.96887646350064,7
chevrolet ssr,156.81169708798387,-23.72047244094488,103.94813252877877,27,237.03935717581777,7
chevrolet ss,156.81169708798387,190.20904684673798,103.94813252877877,13,450.96887646350064,7
chevrolet spark ev,156.81169708798387,190.20904684673798,103.94813252877877,2,450.96887646350064,7
cadillac escalade hybrid,156.81169708798387,190.20904684673798,103.94813252877877,40,450.96887646350064,7
cadillac elr,156.81169708798387,190.20904684673798,103.94813252877877,5,450.96887646350064,7
cadillac cts-v wagon,156.81169708798387,190.20904684673798,103.94813252877877,1,450.96887646350064,7
cadillac cts-v,156.81169708798387,190.20904684673798,103.94813252877877,41,450.96887646350064,7
bentley continental flying spur,156.81169708798387,190.20904684673798,103.94813252877877,31,450.96887646350064,7
audi tts,7.737226277372263,190.20904684673798,103.94813252877877,6,301.894405652889,7
audi tt rs,156.81169708798387,190.20904684673798,103.94813252877877,3,450.96887646350064,7
audi sq5,156.81169708798387,190.20904684673798,103.94813252877877,7,450.96887646350064,7
audi s8,156.81169708798387,190.20904684673798,103.94813252877877,19,450.96887646350064,7
audi s7,-14.772727272727273,190.20904684673798,103.94813252877877,8,279.38445210278945,7
audi s6,156.81169708798387,190.20904684673798,103.94813252877877,25,450.96887646350064,7
audi rs 7,156.81169708798387,190.20904684673798,103.94813252877877,8,450.96887646350064,7
audi rs 6,156.81169708798387,190.20904684673798,103.94813252877877,8,450.96887646350064,7
audi rs 5,-8.045977011494253,190.20904684673798,103.94813252877877,15,286.1112023640225,7
audi rs 4,156.81169708798387,190.20904684673798,103.94813252877877,3,450.96887646350064,7
audi r8,-17.396580253723112,190.20904684673798,103.94813252877877,38,276.76059912179363,7
audi q3,156.81169708798387,190.20904684673798,103.94813252877877,1,450.96887646350064,7
audi cabriolet,156.81169708798387,190.20904684673798,103.94813252877877,1,450.96887646350064,7
audi allroad quattro,156.81169708798387,190.20904684673798,103.94813252877877,35,450.96887646350064,7
aston martin v8 vantage,-11.73913043478261,190.20904684673798,103.94813252877877,17,282.41804894073414,7
aston martin rapide,156.81169708798387,190.20904684673798,103.94813252877877,2,450.96887646350064,7
aston martin db9,156.81169708798387,190.20904684673798,103.94813252877877,6,450.96887646350064,7
acura zdx,156.81169708798387,190.20904684673798,103.94813252877877,39,450.96887646350064,7
acura tsx sport wagon,156.81169708798387,190.20904684673798,103.94813252877877,36,450.96887646350064,7
acura tlx,156.81169708798387,190.20904684673798,103.94813252877877,1,450.96887646350064,7
acura rsx,156.81169708798387,190.20904684673798,719.6428571428571,151,1066.663601077579,7
acura rlx,-3.260869565217391,190.20904684673798,103.94813252877877,17,290.89630981029933,7
acura legend,156.81169708798387,190.20904684673798,103.94813252877877,9,450.96887646350064,7
acura integra,156.81169708798387,190.20904684673798,103.94813252877877,44,450.96887646350064,7
bentley continental flying spur speed,156.81169708798387,190.20904684673798,103.94813252877877,2,450.96887646350064,7
dodge ram cargo,156.81169708798387,190.20904684673798,103.94813252877877,7,450.96887646350064,7
bentley continental gt,156.81169708798387,190.20904684673798,103.94813252877877,43,450.96887646350064,7
bentley continental gtc speed,156.81169708798387,190.20904684673798,103.94813252877877,1,450.96887646350064,7
cadillac cts wagon,156.81169708798387,190.20904684673798,103.94813252877877,14,450.96887646350064,7
cadillac catera,156.81169708798387,190.20904684673798,103.94813252877877,29,450.96887646350064,7
buick terraza,156.81169708798387,190.20904684673798,103.94813252877877,55,450.96887646350064,7
buick roadmaster,156.81169708798387,190.20904684673798,103.94813252877877,3,450.96887646350064,7
buick riviera,156.81169708798387,190.20904684673798,103.94813252877877,4,450.96887646350064,7
buick rainier,156.81169708798387,190.20904684673798,103.94813252877877,90,450.96887646350064,7
buick park avenue,156.81169708798387,376.9230769230769,200.0,116,733.7347740110608,7
buick lucerne,606.5217391304348,271.5942028985507,184.04682274247492,496,1062.1627647714604,7
buick century,156.81169708798387,369.760900140647,29.39521800281294,226,555.9678152314439,7
bmw z4 m,156.81169708798387,190.20904684673798,103.94813252877877,5,450.96887646350064,7
bmw z3,147.31182795698925,33.33333333333333,-11.827956989247312,61,168.81720430107526,7
bmw x5 m,156.81169708798387,190.20904684673798,103.94813252877877,37,450.96887646350064,7
bmw x4,156.81169708798387,190.20904684673798,103.94813252877877,5,450.96887646350064,7
bmw m6 gran coupe,156.81169708798387,190.20904684673798,103.94813252877877,15,450.96887646350064,7
bmw m4,156.81169708798387,190.20904684673798,103.94813252877877,10,450.96887646350064,7
bmw m,156.81169708798387,190.20904684673798,103.94813252877877,7,450.96887646350064,7
bmw i8,156.81169708798387,190.20904684673798,103.94813252877877,9,450.96887646350064,7
bmw activehybrid x6,156.81169708798387,190.20904684673798,103.94813252877877,5,450.96887646350064,7
bmw activehybrid 5,156.81169708798387,190.20904684673798,103.94813252877877,2,450.96887646350064,7
bmw 8 series,156.81169708798387,190.20904684673798,103.94813252877877,1,450.96887646350064,7
bmw 4 series gran coupe,156.81169708798387,190.20904684673798,103.94813252877877,12,450.96887646350064,7
bmw 3 series gran turismo,156.81169708798387,190.20904684673798,103.94813252877877,73,450.96887646350064,7
bmw 2 series,-33.137194177764016,190.20904684673798,103.94813252877877,32,261.01998519775276,7
bentley flying spur,156.81169708798387,190.20904684673798,103.94813252877877,2,450.96887646350064,7
bentley continental supersports,156.81169708798387,190.20904684673798,103.94813252877877,1,450.96887646350064,7
bentley continental gt speed,156.81169708798387,190.20904684673798,103.94813252877877,3,450.96887646350064,7
kia rondo,156.81169708798387,257.14285714285717,93.46938775510203,163,507.4239419859431,7
dodge ram pickup 3500,156.81169708798387,427.66393442622956,265.1639344262295,201,849.6395659404429,7
dodge spirit,156.81169708798387,190.20904684673798,103.94813252877877,1,450.96887646350064,7
infiniti g37 coupe,156.81169708798387,190.20904684673798,103.94813252877877,12,450.96887646350064,7
infiniti g37,156.81169708798387,211.21428571428572,157.44444444444446,215,525.470427246714,7
infiniti g20,156.81169708798387,190.20904684673798,103.94813252877877,39,450.96887646350064,7
infiniti fx50,156.81169708798387,190.20904684673798,103.94813252877877,6,450.96887646350064,7
infiniti fx45,156.81169708798387,190.20904684673798,103.94813252877877,35,450.96887646350064,7
infiniti fx35,156.81169708798387,113.1372549019608,49.35574229691877,325,319.3046942868635,7
infiniti ex35,156.81169708798387,190.20904684673798,103.94813252877877,63,450.96887646350064,7
infiniti ex,156.81169708798387,190.20904684673798,103.94813252877877,145,450.96887646350064,7
hyundai xg350,156.81169708798387,190.20904684673798,103.94813252877877,79,450.96887646350064,7
hyundai xg300,156.81169708798387,190.20904684673798,103.94813252877877,9,450.96887646350064,7
hyundai tiburon,156.81169708798387,691.1111111111111,286.6666666666667,191,1134.5894748657618,7
infiniti i30,156.81169708798387,190.20904684673798,103.94813252877877,73,450.96887646350064,7
hyundai entourage,156.81169708798387,190.20904684673798,103.94813252877877,70,450.96887646350064,7
hummer h3t,156.81169708798387,190.20904684673798,103.94813252877877,6,450.96887646350064,7
hummer h3,156.81169708798387,190.20904684673798,103.94813252877877,429,450.96887646350064,7
hummer h2 sut,156.81169708798387,190.20904684673798,103.94813252877877,65,450.96887646350064,7
hummer h2,156.81169708798387,190.20904684673798,103.94813252877877,304,450.96887646350064,7
hummer h1,156.81169708798387,190.20904684673798,103.94813252877877,1,450.96887646350064,7
honda s2000,156.81169708798387,190.20904684673798,103.94813252877877,46,450.96887646350064,7
honda prelude,156.81169708798387,190.20904684673798,103.94813252877877,14,450.96887646350064,7
honda passport,156.81169708798387,190.20904684673798,103.94813252877877,29,450.96887646350064,7
honda element,156.81169708798387,334.7643979057591,197.75617053103963,308,689.3322655247825,7
honda crosstour,156.81169708798387,190.20904684673798,103.94813252877877,300,450.96887646350064,7
honda civic del sol,156.81169708798387,190.20904684673798,103.94813252877877,1,450.96887646350064,7
hyundai elantra touring,156.81169708798387,190.20904684673798,103.94813252877877,127,450.96887646350064,7
infiniti i35,156.81169708798387,190.20904684673798,103.94813252877877,96,450.96887646350064,7
infiniti j30,156.81169708798387,190.20904684673798,103.94813252877877,5,450.96887646350064,7
infiniti jx,156.81169708798387,190.20904684673798,103.94813252877877,322,450.96887646350064,7
kia cadenza,-12.724527102209501,190.20904684673798,103.94813252877877,245,281.43265227330727,7
kia borrego,156.81169708798387,190.20904684673798,103.94813252877877,81,450.96887646350064,7
kia amanti,156.81169708798387,190.20904684673798,310.1694915254237,101,657.1902354601456,7
jeep grand cherokee srt,156.81169708798387,190.20904684673798,103.94813252877877,1,450.96887646350064,7
jaguar xk-series,156.81169708798387,190.20904684673798,103.94813252877877,85,450.96887646350064,7
jaguar s-type,156.81169708798387,234.51327433628322,360.0589970501475,240,751.3839684744146,7
jaguar f-type,156.81169708798387,190.20904684673798,103.94813252877877,39,450.96887646350064,7
isuzu rodeo sport,156.81169708798387,190.20904684673798,103.94813252877877,3,450.96887646350064,7
isuzu rodeo,156.81169708798387,190.20904684673798,580.7692307692307,101,927.7899747039526,7
isuzu i-series,156.81169708798387,190.20904684673798,103.94813252877877,9,450.96887646350064,7
isuzu axiom,156.81169708798387,190.20904684673798,103.94813252877877,19,450.96887646350064,7
isuzu ascender,156.81169708798387,190.20904684673798,103.94813252877877,38,450.96887646350064,7
isuzu amigo,156.81169708798387,190.20904684673798,103.94813252877877,2,450.96887646350064,7
infiniti qx80,-13.491746538871144,190.20904684673798,103.94813252877877,98,280.6654328366456,7
infiniti qx56,235.51912568306014,189.31010928961751,53.32690453230471,438,478.1561395049824,7
infiniti qx50,-6.746626686656672,190.20904684673798,103.94813252877877,9,287.4105526888601,7
infiniti qx,156.81169708798387,190.20904684673798,103.94813252877877,211,450.96887646350064,7
infiniti q70,156.81169708798387,190.20904684673798,103.94813252877877,32,450.96887646350064,7
infiniti q60 coupe,3.3210332103321036,190.20904684673798,103.94813252877877,36,297.47821258584884,7
infiniti q60 convertible,-3.077151776423371,190.20904684673798,103.94813252877877,42,291.0800275990934,7
infiniti q45,156.81169708798387,190.20904684673798,103.94813252877877,44,450.96887646350064,7
infiniti m56,156.81169708798387,190.20904684673798,103.94813252877877,10,450.96887646350064,7
infiniti m45,156.81169708798387,190.20904684673798,103.94813252877877,67,450.96887646350064,7
infiniti m37,156.81169708798387,190.20904684673798,103.94813252877877,90,450.96887646350064,7
infiniti m35,156.81169708798387,190.20904684673798,103.94813252877877,257,450.96887646350064,7
honda accord hybrid,0.43478260869565216,190.20904684673798,103.94813252877877,10,294.5919619842124,7
honda accord crosstour,156.81169708798387,190.20904684673798,103.94813252877877,106,450.96887646350064,7
gmc yukon hybrid,156.81169708798387,190.20904684673798,103.94813252877877,34,450.96887646350064,7
gmc yukon denali,156.81169708798387,190.20904684673798,103.94813252877877,9,450.96887646350064,7
ford f-450 super duty,156.81169708798387,190.20904684673798,103.94813252877877,77,450.96887646350064,7
ford f-250,156.81169708798387,190.20904684673798,103.94813252877877,1,450.96887646350064,7
ford f-150 svt lightning,156.81169708798387,190.20904684673798,103.94813252877877,3,450.96887646350064,7
ford f-150 heritage,156.81169708798387,190.20904684673798,103.94813252877877,45,450.96887646350064,7
ford explorer sport,156.81169708798387,190.20904684673798,103.94813252877877,131,450.96887646350064,7
ford expedition el,156.81169708798387,190.20904684673798,103.94813252877877,68,450.96887646350064,7
ford excursion,156.81169708798387,190.20904684673798,103.94813252877877,136,450.96887646350064,7
ford escort,156.81169708798387,190.20904684673798,103.94813252877877,105,450.96887646350064,7
ford econoline wagon,156.81169708798387,190.20904684673798,103.94813252877877,135,450.96887646350064,7
ford e-350,156.81169708798387,190.20904684673798,103.94813252877877,3,450.96887646350064,7
ford e-250,156.81169708798387,190.20904684673798,103.94813252877877,2,450.96887646350064,7
ford e-150,156.81169708798387,190.20904684673798,103.94813252877877,5,450.96887646350064,7
ford contour,156.81169708798387,190.20904684673798,103.94813252877877,12,450.96887646350064,7
ford aspire,156.81169708798387,190.20904684673798,103.94813252877877,2,450.96887646350064,7
fisker karma,156.81169708798387,190.20904684673798,103.94813252877877,9,450.96887646350064,7
fiat 500l,-3.576469204532093,190.20904684673798,103.94813252877877,305,290.5807101709847,7
fiat 500e,156.81169708798387,190.20904684673798,103.94813252877877,3,450.96887646350064,7
ferrari f430,156.81169708798387,190.20904684673798,103.94813252877877,4,450.96887646350064,7
ferrari california,156.81169708798387,190.20904684673798,103.94813252877877,13,450.96887646350064,7
ferrari 458 italia,156.81169708798387,190.20904684673798,103.94813252877877,1,450.96887646350064,7
ferrari 360,156.81169708798387,190.20904684673798,103.94813252877877,1,450.96887646350064,7
dodge viper,156.81169708798387,190.20904684673798,103.94813252877877,11,450.96887646350064,7
dodge stratus,156.81169708798387,190.20904684673798,312.69841269841277,291,659.7191566331346,7
dodge sprinter cargo,156.81169708798387,143.95604395604394,128.2967032967033,118,429.06444434073114,7
dodge sprinter,156.81169708798387,190.20904684673798,103.94813252877877,3,450.96887646350064,7
ford five hundred,156.81169708798387,190.20904684673798,333.04093567251465,358,680.0616796072366,7
dodge ram van,156.81169708798387,190.20904684673798,103.94813252877877,1,450.96887646350064,7
ford freestar,156.81169708798387,190.20904684673798,93.27531645569618,260,440.296060390418,7
ford fusion energi,3.040230638186336,190.20904684673798,103.94813252877877,51,297.19741001370306,7
gmc suburban,156.81169708798387,190.20904684673798,103.94813252877877,20,450.96887646350064,7
gmc sonoma,156.81169708798387,190.20904684673798,103.94813252877877,55,450.96887646350064,7
gmc sierra 3500,156.81169708798387,190.20904684673798,103.94813252877877,10,450.96887646350064,7
gmc sierra 2500hd classic,156.81169708798387,190.20904684673798,103.94813252877877,20,450.96887646350064,7
gmc sierra 2500,156.81169708798387,190.20904684673798,103.94813252877877,4,450.96887646350064,7
gmc sierra 1500hd,156.81169708798387,190.20904684673798,103.94813252877877,6,450.96887646350064,7
gmc sierra 1500 hybrid,156.81169708798387,190.20904684673798,103.94813252877877,2,450.96887646350064,7
gmc sierra 1500 classic,156.81169708798387,190.20904684673798,103.94813252877877,47,450.96887646350064,7
gmc savana,156.81169708798387,190.20904684673798,103.94813252877877,11,450.96887646350064,7
gmc safari cargo,156.81169708798387,190.20904684673798,103.94813252877877,2,450.96887646350064,7
gmc safari,156.81169708798387,190.20904684673798,103.94813252877877,3,450.96887646350064,7
gmc jimmy,156.81169708798387,190.20904684673798,338.46153846153845,42,685.4822823962603,7
gmc envoy xuv,156.81169708798387,190.20904684673798,103.94813252877877,56,450.96887646350064,7
gmc envoy xl,156.81169708798387,190.20904684673798,276.40891218872866,239,623.4296561234505,7
gmc envoy,156.81169708798387,300.0,114.28571428571428,634,571.0974113736982,7
gmc canyon,483.3333333333333,360.66666666666663,184.66666666666666,118,1028.6666666666667,7
geo prizm,156.81169708798387,190.20904684673798,103.94813252877877,18,450.96887646350064,7
geo metro,156.81169708798387,190.20904684673798,103.94813252877877,1,450.96887646350064,7
ford windstar cargo,156.81169708798387,190.20904684673798,103.94813252877877,4,450.96887646350064,7
ford transit wagon,-6.742857142857146,190.20904684673798,103.94813252877877,17,287.41432223265963,7
ford transit van,-2.9145077720207255,190.20904684673798,103.94813252877877,19,291.24267160349604,7
ford thunderbird,156.81169708798387,190.20904684673798,103.94813252877877,98,450.96887646350064,7
ford tempo,156.81169708798387,190.20904684673798,103.94813252877877,3,450.96887646350064,7
ford taurus x,156.81169708798387,190.20904684673798,103.94813252877877,89,450.96887646350064,7
ford mustang svt cobra,156.81169708798387,190.20904684673798,103.94813252877877,12,450.96887646350064,7
ford freestyle,156.81169708798387,190.20904684673798,468.4523809523809,277,815.4731248871028,7
isuzu trooper,156.81169708798387,190.20904684673798,103.94813252877877,32,450.96887646350064,7
